word,translation,audiourl
awēnāna or awēna ēkwāna,Who is that one?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8829777e-1acf-4244-844a-d48cdb42a57d/644a.mp3
awēnāwa,Who is this one?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/645e6529-b43a-4fb6-81a1-ca14c122b760/601a.mp3
awēta,Here he is,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/97c77acc-42c9-4e57-928d-3c27bd75b2d1/186a.mp3
awēte,Here he is over here.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e1531925-af11-42d2-ae49-c9f8a36e13d9/187a.mp3
awēyak,someone,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cad9d67c-61e0-4d32-ad13-628f92fbb8ff/37c.mp3
awih,Loan it to him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/52c3f078-06cc-4334-b110-668a99846fd6/60a.mp3
ayah,A redirectional response which requires a hesitation and infers person,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5ab2728b-e6e4-4431-a175-35fb02882b24/59a.mp3
ayahci,prefix - different or differently,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d45647a6-5cde-4044-9117-eeabdb000b63/188a.mp3
ayahk,A redirectional gesture- 'this is what I was going to say',https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5fdddbab-1727-4a68-96ab-592c210a5a6c/58c.mp3
ayamihā,verb command speaking to one person,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/86ec8437-879f-40b3-b005-1fb6cc8a5ea7/544a.mp3
ayamihāwin,The act of praying or worshipping.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a7af2134-4030-497c-9526-f17715ac6f04/706a.mp3
ayamihēw kēsikāw,Sunday,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9b424a85-5ece-4e5d-8a0d-631753c3fe81/950a.mp3
ayamihtā,Read it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b0843f96-952d-4e7c-8ae0-564785b89215/545a.mp3
ayā,Have it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a68991b0-118c-43e0-a19e-f750854d5bf5/61a.mp3
ayewinisā,Clothing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5bc1cc23-b169-43c2-95a2-5d0644304c3f/703a.mp3
ayēkipēsim,April - Frog Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/40048d16-2ad7-4051-b984-fe7895a48113/742a.mp3
ayēwinisā,Clothing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/106c27d8-da89-4353-882f-b15e4b4ca074/667a.mp3
ayikisis,A baby frog,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dabcc235-a0f8-4eb3-a90f-4e9328efed9b/448a.mp3
ayinānēw,The number five (5),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cfe0d2f6-a029-472a-9411-226f33ace25e/664a.mp3
ayinānēwosāp,The number eighteen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7ff8f667-5937-45d2-9b66-48df42b0d460/1002a.mp3
ayisk,Because of,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bcc32226-7a98-458a-9a70-fda86e51ece2/137a.mp3
ayiwāk,more,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/087a28cf-9609-4449-bd46-249aaa0b2d47/42c.mp3
ayiwēpi,Have a rest,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/42c98c16-b656-488d-84de-9e147dd10b2d/382a.mp3
ayōskan,A raspberry,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/af82b151-6743-47cc-b8d8-0f6216dfdd88/421a.mp3
ācahkōs,A Star,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/18d5a58d-bad1-4f1d-b4ef-1e07eb0d15d1/289a.mp3
āchimok,"All of you tell a story,",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/74cedfff-1bc8-48ff-9140-a426742f625a/304a.mp3
āchimow,He told a story.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/de80e851-9db7-4c7a-9fb5-8209c94a4c3e/286a.mp3
ācosisāk,Arrows,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/05c9a41b-fe91-4898-bf4b-883de3412d50/388a.mp3
āhāsiw,A Raven,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/531c3bc8-d6dd-49e9-a643-e2265be35e8e/451a.mp3
āhāsiwak,Ravens,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/743e2a2f-5ff1-4793-9a49-d11ed6cfed4c/661a.mp3
āhkosēw’ kāmik,A hospital building,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8afad3fe-291f-4d27-ac40-62b5c8b86b3c/1032a.mp3
āh?,What?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a695e9f1-c71d-44a8-8339-d73573c29798/41a.mp3
ākosimowin,Nestling,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/30436b9b-b5f3-45a3-9c2d-82cf0abefa24/603a.mp3
ākwāskaw,You head him off.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8e259bc0-9500-4285-95d1-714efc3147a5/503a.mp3
ākwāskaw,Head him off,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2fe6146a-7766-4ec3-83ea-3ee1bd7ffb29/65c.mp3
ākwâha,Take it out of the liquid,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6f90e97b-73a3-40fb-aeaa-031577dd6195/312a.mp3
āmachōwē,You climb!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d5cef78b-47e8-4266-919f-80359271a4e1/504a.mp3
āmiskōs,Baby Beaver,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c1c2a21d-6e02-4602-90cf-c67288bcd4ee/248a.mp3
ānwehtaw,Disbelieve him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2000d9eb-9466-4d9b-b42c-b74a1a1e4145/505a.mp3
ānwihtawēw,He disbelieves him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b340c9a9-0b2d-4dbf-9b51-d3aeae8a0703/694a.mp3
āpahah,Unscrew it.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3edfa9dd-9718-4947-8839-b27ceeec417d/44c.mp3
āpēhoh,"Do something in return eg. an act of kindness, revenge, a joke",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f94d2b42-8799-4bdd-bce7-f893891aefc7/336a.mp3
āpēwina,Seats or places to sit,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c8f647f9-cb74-4e89-bce4-87fce2bce503/303a.mp3
āpihkona,Untie it.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ffc7e3ea-5f78-47f3-adaf-8cc20ff8d156/529a.mp3
āpihtā,prefix- to mean half of anything,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b1f6befe-f2c6-4578-934f-6934bee0784d/389a.mp3
āpisimōsak,Deer,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f410ad90-36ce-4440-80e0-7cc8d83e62a2/771a.mp3
āsastā,pile those things up,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/32fee174-3b27-41ff-9959-b60f3080b8cf/352a.mp3
āsay,already,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3777f005-2a1d-4837-b2d7-282a96241aa3/64a.mp3
āskiya,"muskeg moss, used in diapers.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2ac95b87-7a2d-4e69-aca1-b6f4c622aa27/316a.mp3
āsotamōwin,The act of making a vow,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7366fc1d-24b0-4976-8778-0743fd862f00/856a.mp3
āstam,Come here,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9ea3418c-bab6-46ec-9fdf-3ee2d868355d/110.mp3
āstisak,Gloves,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e555e8c3-0d17-4cce-9540-2c860601df6b/317a.mp3
āstotin,A hat,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5331a811-3e0c-44fb-bc75-47119847503f/245a.mp3
āta,even though,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a709ed34-49b7-4a93-80c8-f5c0aa698651/13c.mp3
ātawiya,anyway. however; although; as well.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/01a44028-fed3-4c1a-b9b8-81f07d7dd7da/301a.mp3
ātayohkaw,Tell legends to him or them.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/60c40971-5aea-4470-89c7-b63cd27df0fc/589a.mp3
ātiht,"some, a few",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e667e7ac-6fc3-46b5-95dc-2ddb6a35f933/167a.mp3
ātimapi,Sit with your back to me,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dc507137-e5aa-4f54-9d22-e3e8179125a1/302a.mp3
ātimwak,Dogs.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c63d979f-8068-44ed-b49f-059cd50b466d/249a.mp3
ātos,have him do something for you,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/203ef02f-a0ba-41a8-9ac8-00dc12e9600b/16c.mp3
āwasōwin,The act of warmnig up,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a4202e08-2dce-4e3a-91d2-f78e314988e7/588a.mp3
āyētaw,on both sides; at both ends,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ad5469d2-cabc-4cc7-b38e-1442119859be/29c.mp3
cahcahkaha,keep poking at it.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3f3577be-6f2a-4dc0-808b-24b62b93ffad/602a.mp3
cahcahkinosēw,"A greyling, a speckled trout.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4c1fc279-7e0f-4d21-a7db-556a0dd48632/885a.mp3
cahcāmōwin,The act of sneezing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c0afd34b-aeb8-45b4-b585-80efe1d00322/608a.mp3
cahka,poke him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d3caeca7-793d-48c3-8a06-c6e6659235d4/138a.mp3
cahkāha,Poke it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7bd83d87-4af3-4f14-9a4f-d98812783d55/71c.mp3
cahkās,Ice Cream,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/db6c32ff-8c65-4a42-9ac4-a9792b04d064/276a.mp3
cahkin,poke him with a finger,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0329e95a-0a7f-4141-989a-e023c4cbc7a9/189a.mp3
cāh,Reduplicative prefix-means to keep doing something over and over again,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e6454627-74a3-46c6-aacb-ae19e1e1257c/13a.mp3
ce,a question marker,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ce17bc49-565f-4cfd-9073-65f744ce5c21/11a.mp3
cēka,chop it (something animate like a tree),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8f84c888-ac40-4fd2-ab86-28dc28d183c7/115a.mp3
cēkaha,chop it (something inanimate like a bone),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b9140456-41b7-4412-91b4-57a8cb253fc9/48c.mp3
cēkahikan,An Axe,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2d5ca1af-d006-4e85-9a3b-c9639fdb010b/511a.mp3
cēki,"near, nearby,",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b2d110e9-1e31-4acf-97b7-dbe1cf0e0eaf/116a.mp3
cēpatahikē,"Cook it over the fire, using a long stick. usually bannock or meat",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b765ec42-f00d-4b2c-9e0f-b5726ff52b40/853a.mp3
cēsi,fool him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/28f3838c-74e3-41e7-8bc5-9f96917a680f/76a.mp3
cēsihiwēwin,A thing that deceives people (eg a lie).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fb38c324-6b1e-461b-b08f-da9df0541cdf/682a.mp3
cēsimiwēw or ocēsimiwēw,A teller of fibs.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3550ae58-c2ed-443d-bf45-b862114dee22/512a.mp3
cēskwa,Wait!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1be1ca9b-75f2-461b-859d-b124d42ed8f0/43c.mp3
cēsta,poke him (with an object) like a needle,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/66736765-6f21-4ac2-908a-adc5e75a775f/157a.mp3
cēstahikan,A fork.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7337497a-48d9-42cb-b735-bd621ff8d999/966a.mp3
cēstin,scratch him (usually with nails) to do harm,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f1c4b1a5-e6e2-49a7-b052-27127788de42/296a.mp3
chēpataha,"Drive it into the ground, usually means a pole or a stick",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a87935db-7a9b-490a-9676-6c913d95c88d/578a.mp3
cihcēkin,Scratch him (as in to relieve an itch),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b9034c4b-eb96-4646-9339-7a46f3343469/524a.mp3
cihcēkinin,scratch me (as in to relieve an itchy area),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3ddfcc10-a937-489a-b9e0-962acda7095f/671a.mp3
cihcēkwahcikē,eat or knaw the meat off of the bone,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/10e459dd-38a1-4027-85f7-52f3dc0962b5/975a.mp3
cikāstēpayihcēkan,A television,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b229065d-0654-4af3-9c74-e8bcf5a996eb/1037a.mp3
cipahikanis,One minute,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/04b16c96-c0d3-49aa-b6e2-bf53ea496075/730a.mp3
ekay wiya,Don’t you dare.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5fb9bd1d-6e01-4dee-b346-cad27ef30ed1/643a.mp3
ekay/ekaya,don’t or do not///e is kind of silent at this,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/97b7abc1-9587-46ca-95a1-41dac6486c9c/893a.mp3
ekoni or ekonihi,Those are the ones. (inanimate),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b6b2a5f0-f70e-44d5-a7e3-dbf3679f481b/118a.mp3
ekosāni,and so,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d48d8233-0714-4ebd-9d29-6863889c7823/297a.mp3
ekosēsi,exclamation! Never mind!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7f8d5a05-5ea7-4764-877a-c9cbb970f5d9/364a.mp3
ekosēsi,The the way to do it. Like that. Just so.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/314baa34-5a62-4628-a08d-6bb47210791e/49c.mp3
ekospēhk,then,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7cc4ab8b-dc19-4a99-aa0b-d060ab1de576/542a.mp3
ekote,over there,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f18a90a6-7ccd-43cf-b018-4ca29d1020cb/125a.mp3
ekōsani,and so,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d383f476-5593-45a7-bbfa-7bb9bf6a4e78/297a.mp3
ekōsi,That's it. That's the end.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3e441a6e-0eee-4343-9fcc-78845c1f1fa1/107a.mp3
etahkōmēw,the way he is related to the 3rd person,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/774caf41-5d45-4d48-a75d-d3a069e7e748/678a.mp3
ewako ohci,That’s the reason why.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ed9ffb75-b5a1-4408-87a8-2ca2ef6b7cd7/599a.mp3
ewako or ēko,that one,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5a6f025a-0f8e-493c-a400-7d1f576e9b35/127a.mp3
eyik,An Ant,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d11b951f-375d-416b-922e-548411afa72c/56a.mp3
ēci,at a later time; afterwards; later,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/26c95eb0-7502-4d61-91a8-5ba3f6fff7a8/5c.mp3
ēkatē,prefix for verbs - aside,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0fe70c3d-d5f1-49ca-97a9-733f73db5d46/46c.mp3
ēkihceyihta,Respect it. Give it proper respect,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4728c8c4-51bf-46a8-aadd-5639837f3d9d/639a.mp3
ēki/eki,prefixes to verbs- denote the past,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fdc1697d-1139-45ad-867f-efa9aa284cd3/434a.mp3
ēkonik,Those (people or animals or animate things) are the ones.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7ee24093-99de-4639-94d4-50be070ffd65/158a.mp3
ēkotōwa,that kind,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3ffbe908-3806-4082-b27f-2e49835f3d1c/547a.mp3
ēkwa,and also,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5aa54de9-744e-490a-908d-9d5390cb0d5e/126a.mp3
ēkwah,You come along too.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/200c1dc7-5c67-4312-8f64-08a2bc778d54/159a.mp3
ēkwayāc,"only now , or for the first time",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4ba2f6f1-e7fa-4878-a6b2-dcfa248ad5f7/378a.mp3
ēkwāna,That’s him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0c242989-e6fa-4bcd-9b2f-802686bb3ee7/365a.mp3
ēkwānima,That is the one (inanimate as in thing),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/eaa69499-df58-4bb3-88f4-c870436b8f3f/609a.mp3
ēmihkwānis,A small teaspoon.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/27cc94a2-1393-44f7-808e-83a474c81f59/677a.mp3
ēmihkwānisak,Spoons,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/87bc3aa5-f862-4ce5-aed7-f3ef48965dba/926a.mp3
ēsa,ago- particle denotes the past tense,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3072aeed-efbb-4c06-a648-bdbb7ea8306b/47a.mp3
ēsi,this is a particle Towards,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0607ef34-c926-4e2f-9d6f-a5fb5ec6398c/8c.mp3
ēsi,how to - prefix,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f79fee44-59ac-417d-8ef9-3e039dd0b1d0/48a.mp3
ēsko,until; so far; as far as,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6934575c-30a4-46dc-99a5-b532f9d4c1a0/34a.mp3
ētamahcihow,How he feels,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ea87ef28-8c96-4f47-bb6f-51fe1d7d0786/679a.mp3
ētikwē,I suppose.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4712ca31-f3eb-426c-93a4-99e2250b3c6a/379a.mp3
ēwako āwa,This is the one. This is him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/86e5eba7-37e0-4be8-bd80-6e0830bbe1e4/366a.mp3
ēwē or ēwēh,To indicate a future tense to any verb,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0bc88007-a7f8-40a7-9f5c-08b291e8bdac/8a.mp3
ēyiwēhk,"Anyhow, anyway, it’s better than nothing",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c200e92d-0ca4-44a9-8c94-5d07493dbffb/305a.mp3
hay! hay!,"exclamation - in indicate thankfulness,",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dfd2569d-73ea-4cdc-b3a2-b84cddc603ac/520a.mp3
hey! hey!,exclamation of deep concern,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3762c228-c0f3-4f80-8256-be11473e26de/521a.mp3
ihkwā,A Louse,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c07487f6-6ae0-41c4-8c6f-14a7f546f1fb/114a.mp3
ihtakon,it exists,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c7243bb5-a0db-49cb-a816-480b2dbfe41e/324a.mp3
ihtakow,he exists,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9e9c13e5-d198-4ad7-a31d-9f48eb993c61/325a.mp3
ikamā,exclamation to mean 'it is not so' or 'that is not the case',https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bd9218de-1de4-4119-8aa0-04298d0b2b5c/146a.mp3
isēhōw,He is dressed so,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1e8c6082-0ee1-4776-a6ec-9e5d461cbb19/347a.mp3
isihcikātōwin,The act of business affairs.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/84fe9316-ba27-4e14-b11d-7d8a6012a671/910a.mp3
isihkāsow,That is his name,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9cac8374-697e-4671-a3f1-a65fdb1b8e56/570a.mp3
isihtāw,That’s the way he makes it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d164ee59-d17e-41b7-9f79-463e77bae08d/354a.mp3
iskipēw,High Water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/27cae14f-628c-4f9d-9d10-d86593cd27c3/55c.mp3
iskona,save some of it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/474d73ab-d122-419b-aac3-20b1c72c5f2b/59c.mp3
iskona,Leave some of it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/880dab4d-89af-4429-9621-4539c7e68618/155a.mp3
iskonikan,"Something that is held for another day, A Reservation",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0a450580-5673-47a1-8739-492ae9596d48/495a.mp3
iskotēw’ kamik,A firehall building,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6ff69720-329e-4b0a-b4bf-35554e781116/1025a.mp3
iskwayāch,The last- final - the end of it all,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/34f44bef-ca5f-493b-8492-ab7f423a19ce/543a.mp3
iskwēw,Woman,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a709e141-649c-44b0-87b5-a72d2d7c858a/234a.mp3
iskwēwak,Women kind,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/64b41368-81e7-48a9-a5b6-93ca25640623/432a.mp3
iskwēwowin,Being womanly or womanhood,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/197ebb4a-8be6-4e34-b9cd-efb63f7cb25e/641a.mp3
ispahtāw,He runs there quickly.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c83aff88-929a-4ec0-9cfd-3e0fd922cfc1/506a.mp3
ispayin,It happened; Be,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f9bc25e1-cf4e-40a1-8328-7e014cc7afb0/319a.mp3
ispāyiw,It got to be that way.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7143a365-d891-4ce0-80ba-bc1c806dc003/318a.mp3
ispiciw,"He moves there, belongings and all",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/02f37505-f31a-4a5f-9a00-5fc0bb55afc7/320a.mp3
ispimihk,high above; way up high,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e0866cc0-d483-4c2a-b2ab-255044e10abf/338a.mp3
itāpow,He takes a look.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8bef2c00-ba01-4d7d-a140-997b20ed8974/321a.mp3
itātisiw,his conduct or behavior is so,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/697084c3-9644-4669-ba53-0b18c4014445/507a.mp3
itāw,It is said of him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/184a9deb-3125-496c-88d9-082b5a3dd81b/134a.mp3
itēyihta,Think it to be so.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c0893f28-2bae-491a-a46f-d7aa372d5858/508a.mp3
itisa,Send him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/74993881-d28d-4338-9989-7a903b5e36d2/135a.mp3
itohta or etohta,take him there,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/89c49b03-650f-461f-a1a4-d9713bda3a0b/180a.mp3
itohtatā,Take it over there,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/52dfe626-c9b7-4fa2-b8ad-51f25a6695d8/509a.mp3
itohtē,go there,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6f5b2426-cc68-46bb-ae39-76a94924f78d/322a.mp3
itōhōw,He lands on the ground or decends (as a bird).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0e6813b3-f69e-4d3b-8217-b6ce741fe8c5/326a.mp3
itōta or ētōta,Do it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c07fd1c4-35e5-4b46-bd16-656c0003935f/181a.mp3
itwa,Point to him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2fe4d670-4665-444e-905e-40a084216aaf/35a.mp3
itwē,verb command,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9011dcee-edeb-4363-ad90-656e7c388059/108a.mp3
itwēw,He says,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/89938744-5c04-4346-9121-ff51cabe0fea/147a.mp3
iyāyaw,he would rather,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2811c346-598d-454f-acc1-f2b7597e0f76/278a.mp3
iyāyikohk,Heaven only knows how much...,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/df106529-2d39-4671-94ad-12b33db912db/549a.mp3
iyāyitē,"where, no one knows",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4f1fb6bb-27ad-4298-a02a-40d0e324ee60/392a.mp3
iyikohk,When the time comes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/abfea3ad-857d-4a29-921e-db6f664ae18f/327a.mp3
iyikopiwipēsim,November - Frost Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fe343385-4b53-4050-8fab-ac8d7432ce10/996a.mp3
iyinesowin,Being smart or with wisdom,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/27ba06ff-6785-4320-aeff-fe9ff5ecbe6c/593a.mp3
iyiwehk,Might as well. Signifies a person overdoing something despite his wishes.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/19b7a178-9845-4a21-8cdb-5298ba971d7b/148a.mp3
ka wayēsimiht,To or when a person is persuaded by flattery,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/44ffda9c-71b7-42ec-99cb-ec880d58273d/886a.mp3
kahcitina,Get a hold of it; seize it; catch it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3819df4d-787b-4e83-b72d-340363576358/513aa.mp3
kahkan,"Something in good condition, not broken. inanimate object",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/40f46402-cadc-4a53-b3d5-a573c599bae1/145a.mp3
kahkākow,A crow,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3be1a811-0b8f-4b22-8e85-dd42143abab8/348a.mp3
kahke or kakē,Can you? or Do you think you can? or Will you?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fabb620f-1ad5-412a-a7a6-d2a7db2e8c8e/194a.mp3
kahkē or ka kē,Can you or would you or could you...,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/94f34313-7360-4738-bc5a-ed6b0583d735/63c.mp3
